designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 4421478929254016640",4421478929254016640,229.60670313912848,2.0480415477567253,,,,,20.085835,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254016768",4421478929254016768,229.606063145615,2.0474727356422395,1.1775426945255003,5.478102775034708,-11.508041508630429,1.0693315,19.083395,0.8256607,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254017792",4421478929254017792,229.61162458395353,2.0510192237616502,0.42270501362633783,3.244188002700406,-7.6779600735429,1.0879343,18.601168,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254019200",4421478929254019200,229.6057983360609,2.0483127576618387,0.5936931782973169,2.1291925626888943,-7.963023914465439,1.0841359,19.674711,0.57606316,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254020608",4421478929254020608,229.61177704025707,2.052731945448513,0.35126359352709613,3.9926071389992708,-9.462604680444478,1.433417,17.98281,0.6981869,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4421478929254021120",4421478929254021120,229.61259156600892,2.0529800762487875,0.07832262224948465,5.513777358654025,-12.38699088671804,1.0690548,18.4446,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254021376",4421478929254021376,229.6056220937281,2.049143217117754,,,,,20.201017,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254023680",4421478929254023680,229.60412910091026,2.050741606589682,,,,,17.865604,0.7951889,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254024704",4421478929254024704,229.601292262985,2.048956767501244,-1.0684085882415322,0.771732528313982,-3.544436655087295,1.1628348,19.523392,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254024960",4421478929254024960,229.60320860162216,2.050573881711865,0.35381248029042334,4.312892710291655,-9.90443606217851,0.96245897,19.24097,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254026496",4421478929254026496,229.60042305024643,2.0493904631292974,0.2637371444043277,3.233224719580468,-8.98901331508198,0.9292597,19.819273,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254026624",4421478929254026624,229.60108130887892,2.0499256289727144,-1.099655570238927,3.3566710846559626,-9.508858689818123,1.0927341,19.13299,0.78541565,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254027520",4421478929254027520,229.60111072619853,2.0503878474752844,0.9774863637995977,4.155595888060702,-10.249833207253294,1.066817,19.389215,0.14680481,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254028928",4421478929254028928,229.60035147900604,2.0506267274687073,1.0061679873718237,6.1259550819935225,-13.88301742777134,1.814474,18.391691,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254029824",4421478929254029824,229.60053552274536,2.0512589466509277,0.21931760933368002,4.188676797741793,-9.799079771773396,0.9535541,17.852148,0.7080612,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5884.381,4.6896,-2.915,2672.439,0.0049,0.0042,0.0023
"Gaia DR3 4421478929254030080",4421478929254030080,229.601757187487,2.052219715343501,,,,,20.255407,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254030208",4421478929254030208,229.60178541246896,2.0524870733857705,1.3658401608596977,4.205629600768928,-7.757539090954958,1.0720239,19.45936,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254031104",4421478929254031104,229.59889877114347,2.0512790423497704,-0.8032256698082318,3.395967697963463,-8.310557343208167,1.2209464,18.849485,0.7108803,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254032128",4421478929254032128,229.60186845470983,2.0532159978480244,-0.14532516935294734,3.821982059561381,-8.723914560622251,1.0497644,19.447792,0.38900566,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254032640",4421478929254032640,229.6007873820518,2.0527322208479486,0.4839779250344943,4.097581192050111,-9.857829418069715,1.0279146,18.652212,0.7136154,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254033024",4421478929254033024,229.60235935223554,2.0542673185679345,2.475096595300582,0.6272464419167639,-10.321128309436073,1.3014848,19.444149,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254033280",4421478929254033280,229.6030767741844,2.0541804343198735,,,,,18.96598,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254034176",4421478929254034176,229.60327326430843,2.0546808623340107,,,,,18.964401,1.0548649,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254034560",4421478929254034560,229.6015503365147,2.053931520895301,,,,,20.039513,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254034688",4421478929254034688,229.60133015103492,2.053788253904448,0.015625059172923395,3.736656547479458,-10.09285946650167,1.3512394,17.888569,0.731493,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4421478929254034816",4421478929254034816,229.60124424680663,2.053487955056282,1.0252690647238107,3.312627458924598,-8.573165286769328,1.0190661,19.243399,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254035072",4421478929254035072,229.60695234257562,2.0570439609625257,,,,,19.969824,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254035200",4421478929254035200,229.60647013576497,2.056625427051992,,,,,18.956741,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254035456",4421478929254035456,229.60668679938104,2.0571126586869424,0.4330560518394602,3.083141734267262,-8.200003218831101,1.1763755,18.366814,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254035584",4421478929254035584,229.6062196626411,2.057031742926169,,,,,17.916685,0.7796459,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254035712",4421478929254035712,229.5981549745432,2.052002751619968,0.5981866772605552,3.320727531335959,-10.323573181080416,0.9601391,19.41697,0.70747757,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254036096",4421478929254036096,229.59865940774904,2.052509055788584,0.8195925772520963,4.2896617665342065,-8.779720926143805,1.0608414,19.438272,0.76462936,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254036224",4421478929254036224,229.60167009107343,2.0545304470391246,1.0779674258385705,4.5744664703716555,-9.619569563329048,0.9168644,19.267603,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254036992",4421478929254036992,229.60232835834034,2.0559398788270804,0.21117299397988848,7.432394717403046,-7.098528669208994,1.8707936,18.901737,0.9475212,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254037248",4421478929254037248,229.60187099451537,2.055333094477086,-0.14919930998485825,4.706823443588122,-10.833409888300253,1.1163213,18.472284,0.6960373,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,6124.3706,4.7016,-3.8806,3889.543,0.0021,0.0018,0.001
"Gaia DR3 4421478929254038656",4421478929254038656,229.6000225548332,2.0546138139435257,,,,,20.318665,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254038784",4421478929254038784,229.5997534912393,2.054266759679052,1.285754196256185,0.14297751877642154,-4.866912863761162,1.0933337,19.397848,0.61816216,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254038912",4421478929254038912,229.599958843553,2.0543196536545563,,,,,19.646671,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254039296",4421478929254039296,229.5978124757909,2.054843458831242,0.9392027182305156,3.8298728156674056,-8.909113810764454,0.9718356,19.544027,0.74837303,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254039424",4421478929254039424,229.59814709411995,2.0540698834274123,,,,,19.81194,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254039936",4421478929254039936,229.59807737388542,2.0534374160799036,,,,,19.559067,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254040448",4421478929254040448,229.5987850104155,2.0545831691644305,,,,,20.625883,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254040576",4421478929254040576,229.59879214234968,2.0555444013427437,,,,,20.792618,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254040704",4421478929254040704,229.59860905869698,2.0552560458632305,-0.18267608042699318,4.1819760048884,-9.723535729314419,1.135055,18.811012,0.6280041,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254040832",4421478929254040832,229.59936177624542,2.05500277062976,1.2863388991609832,1.8695050508590794,-12.32912795499921,2.9068983,17.691988,1.051321,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4421478929254040960",4421478929254040960,229.5989967493214,2.054629499592941,1.4124668331071284,-3.720011993371126,-0.4165405392800951,1.0456378,19.225882,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254041216",4421478929254041216,229.59679184832166,2.0533797450817945,-1.0835543146694455,4.88908217321875,-12.214097825901776,2.004918,18.469423,0.7932453,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,5662.863,4.7043,-3.8086,3058.3955,0.0058,0.0049,0.0027
"Gaia DR3 4421478929254041984",4421478929254041984,229.6002297625572,2.0565145273682615,-0.10941815723091756,3.9942523498288693,-10.1551788131592,1.070007,19.129951,0.6981201,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254042624",4421478929254042624,229.59914547214436,2.056709313239136,0.6800908356766701,3.897486906328707,-9.282595484906249,0.9872757,18.6261,0.7004585,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254042752",4421478929254042752,229.60104393481126,2.058137847612689,-0.07102605409353566,5.086037763850268,-11.65469706218383,0.94713044,19.63363,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254043264",4421478929254043264,229.59999061494034,2.0584539873180567,0.7534905133027275,4.836999671764977,-9.984525224542368,1.0260965,18.802145,0.2875862,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254043392",4421478929254043392,229.60042188695198,2.058409520664448,-0.11319764651052018,3.853383531305914,-9.625618827162308,1.0086976,19.011292,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254043520",4421478929254043520,229.60016909944468,2.0579273612297713,0.033626365859365584,3.711808591635667,-9.474612204154282,1.041053,17.961945,0.73713493,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4421478929254044672",4421478929254044672,229.59814435354008,2.0567156720601947,-0.6336086886790688,4.09412526800758,-9.688110795064198,0.94502676,18.639057,0.6028595,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254155648",4421478929254155648,229.61118447127976,2.054286335970546,,,,,19.406534,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254155904",4421478929254155904,229.61236485225726,2.052145112118876,,,,,19.461767,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254156544",4421478929254156544,229.6124975229996,2.0508713721797953,,,,,19.284037,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254159616",4421478929254159616,229.61043368490468,2.0537664360812387,,,,,19.370462,1.6594639,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254159744",4421478929254159744,229.61061870512063,2.053711298690655,,,,,19.633186,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254160384",4421478929254160384,229.6096148827338,2.054842029898599,0.2877336217462513,4.728681806880264,-10.49568053410822,1.0500264,17.96246,0.74186325,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4421478929254161920",4421478929254161920,229.6086483170187,2.0552840359316233,0.11160174242037776,3.6850670817388664,-9.999291517185974,1.0463493,19.227583,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254162048",4421478929254162048,229.6087791244702,2.05547003464933,0.2888875125790891,3.371811012760573,-9.373754561229035,1.0022951,18.957594,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254163328",4421478929254163328,229.60745131889158,2.056713874063561,,,,,19.351263,1.0896854,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254163968",4421478929254163968,229.6079052651963,2.055894858514686,,,,,19.678692,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254164608",4421478929254164608,229.60331618638634,2.0610435974602916,0.7615538543096754,2.6318795202283036,-7.228899826986497,0.9580857,19.205456,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254164864",4421478929254164864,229.60862754264562,2.0545005805118306,-0.12593976442329124,4.016729993981285,-10.130245716408549,0.99815613,18.261438,0.70820236,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254166016",4421478929254166016,229.60511727519906,2.0592215310432143,,,,,19.212214,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254166144",4421478929254166144,229.60464875728672,2.0590918672390615,0.06418788470219307,4.374188731403221,-9.494571567763218,1.0450393,18.669033,0.9289303,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254166272",4421478929254166272,229.60519172108565,2.059593059723629,,,,,19.509602,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254166400",4421478929254166400,229.61084340757643,2.0504606107318613,,,,,19.00911,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254166528",4421478929254166528,229.60990431330168,2.052477915974793,,,,,19.584358,0.69226265,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254166784",4421478929254166784,229.60940218029822,2.052667228740386,,,,,19.562777,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254167296",4421478929254167296,229.60576261476083,2.0586928108745512,,,,,20.265274,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254167424",4421478929254167424,229.60549111951119,2.0588489151233618,-0.9419613349117705,6.05195980620719,-9.735694076092066,1.1560938,19.179956,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254168576",4421478929254168576,229.61004931689573,2.051206366244489,,,,,19.16455,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254168832",4421478929254168832,229.60432358348262,2.0602716269571166,,,,,18.513046,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254168960",4421478929254168960,229.60395892632226,2.0601239136754774,,,,,18.137432,0.7928753,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254169600",4421478929254169600,229.60670786073322,2.0562289235024456,0.2996124113381308,3.5618115244018522,-10.340836941988861,1.1604602,18.428774,0.80778885,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254169728",4421478929254169728,229.60446670655142,2.059676860175845,-1.932107420919391,4.060654580458879,-10.03090477510407,1.070518,18.836851,0.6439934,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254170240",4421478929254170240,229.6107844485894,2.0494115124587937,,,,,19.32765,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254171264",4421478929254171264,229.60708945349717,2.0544813102807384,,,,,18.225761,0.74448776,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254171776",4421478929254171776,229.60890850453285,2.0512447430720315,,,,,19.419125,0.506794,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254172416",4421478929254172416,229.60418972775247,2.058525077868895,-0.34459433562040026,4.1144945770806505,-10.124578463074261,0.9576111,18.658796,0.5709686,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254173056",4421478929254173056,229.61005533780457,2.0489606589288134,1.331497147815232,6.50796656815221,-13.961715880505299,1.1993401,18.92037,1.5845127,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254175360",4421478929254175360,229.6042537223697,2.0577322880448286,-0.8864839853210158,5.494042988479504,-10.394152890827216,1.0184033,18.876211,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254176128",4421478929254176128,229.60521560367891,2.0553964226253445,0.4787196190383903,2.570971338860889,-7.990736592585332,1.1477981,18.265736,0.70550346,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254176256",4421478929254176256,229.60495396538434,2.0559174608638564,,,,,19.93237,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254176384",4421478929254176384,229.60570124851128,2.055358153145769,,,,,18.891659,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254177280",4421478929254177280,229.60859776274407,2.0504663092311723,-0.176467180596045,5.7657117949768875,-12.284153700477914,0.9981332,19.129408,1.1190281,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254179072",4421478929254179072,229.60350815519948,2.0580894533669842,-0.3533924611719333,4.5158358658941395,-9.80260099450291,1.0198042,19.161264,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254181504",4421478929254181504,229.6025165545747,2.058959556239931,0.09168754052124549,18.676655915786995,-33.134097213542795,1.3809742,19.410353,0.63360023,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254181632",4421478929254181632,229.60269165318869,2.0590027560022657,,,,,19.984514,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254181888",4421478929254181888,229.604317355769,2.0563056561928685,,,,,20.172972,0.22631454,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254182528",4421478929254182528,229.60189183882446,2.059550612717016,-0.008781818578135774,3.788454091792919,-10.520346012248051,0.9580168,19.141813,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254183040",4421478929254183040,229.60904078365945,2.048696932788377,,,,,19.336647,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254183168",4421478929254183168,229.60853569227007,2.048429355561896,,,,,19.4455,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254183296",4421478929254183296,229.60876402370508,2.048817432126481,0.5565735046344088,3.202619167420517,-9.299451406818585,0.85540766,18.941732,0.6932163,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254184192",4421478929254184192,229.60744624283174,2.0506843454842896,,,,,19.488092,0.40912628,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254184320",4421478929254184320,229.60714066567982,2.0511861693720914,-0.1840326752018518,3.565623595205217,-10.411899903713973,1.1046337,18.773087,0.7998009,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254191360",4421478929254191360,229.60156902035715,2.0590689771857718,,,,,19.316685,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254191488",4421478929254191488,229.60137959197928,2.0588079776241117,0.033722630151498255,3.950270405921212,-9.529719730459469,0.84989285,19.35993,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254191616",4421478929254191616,229.6017601116005,2.0585354336814667,,,,,20.118725,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254192128",4421478929254192128,229.603100137802,2.0554981914338906,0.09611667775060956,3.848738178925478,-9.804490648363434,1.0447941,17.160387,0.9380646,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5385.434,4.7158,-3.7371,1407.3564,0.0977,0.0809,0.0447
"Gaia DR3 4421478929254192256",4421478929254192256,229.60329266015322,2.055822215880587,,,,,20.188318,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254194048",4421478929254194048,229.6059883198879,2.051001660754006,-0.8982726957406826,4.476194216435984,-8.450314732887254,0.9457739,18.179045,0.72925377,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4421478929254196224",4421478929254196224,229.60174451179643,2.0572542744995217,-0.029754964635898083,4.086223884013675,-10.26445470138328,1.0516716,17.79925,0.80150986,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5808.032,4.703,-1.9102,2590.3586,0.0022,0.0018,0.001
"Gaia DR3 4421478929254196352",4421478929254196352,229.60216195882228,2.056586156500447,-0.7142178475378151,4.130539177197592,-10.195389750568383,1.2337397,18.265108,0.7627754,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254199424",4421478929254199424,229.60295743544816,2.0526927117666203,,,,,19.618633,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254200704",4421478929254200704,229.5996968147875,2.056561225726764,,,,,20.156078,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254201088",4421478929254201088,229.603822593959,2.0493758803721613,,,,,19.554308,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254201216",4421478929254201216,229.60410849137514,2.0490780611832906,,,,,19.334658,0.5048809,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254201344",4421478929254201344,229.60407133912014,2.0495693131829027,,,,,19.725758,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254203648",4421478929254203648,229.60586476863315,2.0456862002454073,,,,,20.650524,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254207872",4421478929254207872,229.59982911372487,2.0519173822072094,,,,,20.228098,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254562176",4421478929254562176,229.60287003641992,2.0599955098869005,,,,,19.864119,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254562304",4421478929254562304,229.60318346079745,2.0598327978825015,,,,,19.683796,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254562560",4421478929254562560,229.60243599269157,2.059600205189786,,,,,19.78115,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254562688",4421478929254562688,229.60295331693973,2.0585493987352264,,,,,20.280231,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254565504",4421478929254565504,229.60545464569822,2.0505801978493556,,,,,19.554007,1.4500313,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254566528",4421478929254566528,229.60103917838111,2.055483430375251,,,,,20.133875,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254567424",4421478929254567424,229.605755067868,2.046657496792258,2.522914621139522,0.5710216517769293,-6.054816393185709,1.0992298,19.917662,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254567680",4421478929254567680,229.60093422343715,2.0540698082357802,,,,,20.000877,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254888448",4421478929254888448,229.61125022888785,2.0524457933032627,,,,,19.439814,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254888704",4421478929254888704,229.6092146403743,2.054459949634855,,,,,20.162445,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254888832",4421478929254888832,229.60953356444838,2.0510665945632844,,,,,19.907984,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254889344",4421478929254889344,229.60862478643594,2.0474979004215643,,,,,20.165548,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254890496",4421478929254890496,229.60102137822003,2.052185584331091,,,,,20.154625,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254890752",4421478929254890752,229.59739210738746,2.055997123508499,,,,,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254920576",4421478929254920576,229.60564519150347,2.0543808337608103,,,,,19.051445,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4421478929254921216",4421478929254921216,229.6055146046871,2.0515125400958447,,,,,19.639822,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
